iter	Logloss
0	0.6329597137
1	0.5852048477
2	0.5354774131
3	0.4880238697
4	0.4459615529
5	0.4064460462
6	0.3731446271
7	0.3505794961
8	0.3175645958
9	0.2877941688
10	0.266807716
11	0.2466650882
12	0.2346930056
13	0.2198580155
14	0.2089559063
15	0.1922405341
16	0.1792801534
17	0.1710504086
18	0.1623148992
19	0.1551161229
20	0.1501658889
21	0.1419940912
22	0.1363694899
23	0.1271531398
24	0.1176097198
25	0.1082043098
26	0.1020737888
27	0.09430396878
28	0.08925319402
29	0.08454781757
30	0.08012239133
31	0.07695202895
32	0.07171659999
33	0.06819181551
34	0.06410982636
35	0.06082363877
36	0.05728611405
37	0.05506161231
38	0.05395605135
39	0.05117999162
40	0.04776676905
41	0.04591194099
42	0.04398105776
43	0.04149618984
44	0.03974128214
45	0.03824812074
46	0.03633319826
47	0.03470684624
48	0.03289500313
49	0.0314868523
50	0.02960279475
51	0.02811017788
52	0.02646479053
53	0.02556992169
54	0.02474947758
55	0.02343851564
56	0.02242119984
57	0.02158110669
58	0.02094749846
59	0.02051319203
60	0.02022931958
61	0.01969331091
62	0.01863539547
63	0.01721758865
64	0.01678447346
65	0.01651613516
66	0.01585442098
67	0.01535097058
68	0.01478320865
69	0.01439945715
70	0.01371198189
71	0.01310365266
72	0.01278239988
73	0.01236332821
74	0.01205750734
75	0.01158064587
76	0.01106670037
77	0.01033884632
78	0.009874222314
79	0.009505591524
80	0.009200737174
81	0.008813992229
82	0.008458465921
83	0.008052152483
84	0.007799128665
85	0.007592650794
86	0.00735716514
87	0.007212484798
88	0.006898772276
89	0.006665532442
90	0.006510751868
91	0.006428006817
92	0.006303512605
93	0.006108058052
94	0.005901131081
95	0.005738074415
96	0.005509420197
97	0.005257861551
98	0.005152986358
99	0.005091085604
100	0.004984920183
101	0.004825870285
102	0.004680795593
103	0.004499371358
104	0.004382778723
105	0.004263712385
106	0.004094449198
107	0.003993264949
108	0.003794900343
109	0.00361396903
110	0.003485286913
111	0.003408039521
112	0.00336503692
113	0.003305227848
114	0.003236257311
115	0.003125902157
116	0.003067347296
117	0.002998928156
118	0.002924300213
119	0.002821414633
120	0.002729156848
121	0.002643523639
122	0.002591982681
123	0.002548463653
124	0.002420677989
125	0.002363122358
126	0.002328377965
127	0.002290869219
128	0.002241897513
129	0.002185521008
130	0.002158145619
131	0.00211169404
132	0.002039945124
133	0.002031862834
134	0.001969059785
135	0.001936828054
136	0.001895013331
137	0.001835770805
138	0.001781727105
139	0.001734157519
140	0.001709360435
141	0.001673222263
142	0.001641230824
143	0.001600816537
144	0.001600811094
145	0.001581751428
146	0.001541162188
147	0.001532597247
148	0.001505947105
149	0.001475159613
150	0.001446660631
151	0.001425252937
152	0.001378958832
153	0.0013311385
154	0.001288905642
155	0.001250855052
156	0.001228671732
157	0.00118932004
158	0.001165610872
159	0.001146815825
160	0.001127378874
161	0.001103179336
162	0.00109205709
163	0.00105874957
164	0.001040696373
165	0.001029174378
166	0.0009965923764
167	0.0009847798962
168	0.0009603188235
169	0.0009435917843
170	0.0009237810728
171	0.0009037585248
172	0.0008807375902
173	0.0008602131203
174	0.0008463130527
175	0.0008337872512
176	0.0008246049318
177	0.0007994870754
178	0.0007826133584
179	0.0007718055661
180	0.0007543729037
181	0.0007341507544
182	0.000726081112
183	0.0007155499421
184	0.0006889754655
185	0.0006889662764
186	0.0006713093401
187	0.0006623368303
188	0.0006469844833
189	0.0006405221278
190	0.0006316390156
191	0.0006184102682
192	0.0006116647074
193	0.0006116647074
194	0.0006116647074
195	0.0005934350367
196	0.000581310074
197	0.0005813064273
198	0.000571982024
199	0.0005719785375
200	0.0005554351282
201	0.0005409440986
202	0.0005409440986
203	0.0005312689903
204	0.0005312689903
205	0.0005273322972
206	0.0005146401315
207	0.000503604782
208	0.000503604782
209	0.0004937403157
210	0.0004837850346
211	0.0004809402407
212	0.000470633653
213	0.000470633653
214	0.0004605704419
215	0.0004605655232
216	0.0004521918356
217	0.0004464734615
218	0.0004382270461
219	0.0004360030403
220	0.0004334261504
221	0.0004316290347
222	0.0004296697377
223	0.0004233332174
224	0.0004233332174
225	0.0004208013229
226	0.0004208013229
227	0.0004138875554
228	0.0004138875554
229	0.0004070323739
230	0.0003993360309
231	0.0003993360309
232	0.000388192411
233	0.0003825738514
234	0.0003825738514
235	0.0003825738514
236	0.0003732757304
237	0.0003732757304
238	0.0003732757304
239	0.0003666820505
240	0.0003666820505
241	0.0003666761856
242	0.0003604146614
243	0.0003604146614
244	0.0003604146614
245	0.0003516711255
246	0.0003516711255
247	0.0003516711255
248	0.000345609085
249	0.0003456057264
250	0.0003456057264
251	0.0003456057264
252	0.0003456057264
253	0.0003456057264
